gmina_code,gmina_name,powiat_code,gmina_type,population,lat,lon
0813002,lubuskie powiat 13 gmina 02,0813,miejsko-wiejska,9248,52.47464,14.6508
0813003,lubuskie powiat 13 gmina 03,0813,wiejska,13727,52.53234,14.53726
0813004,lubuskie powiat 13 gmina 04,0813,miejsko-wiejska,17309,52.32573,14.70887
0813005,lubuskie powiat 13 gmina 05,0813,miejsko-wiejska,4525,52.39233,14.58698
0814001,lubuskie powiat 14 gmina 01,0814,wiejska,6515,53.24142,14.94354
0814002,lubuskie powiat 14 gmina 02,0814,miejska,7716,53.12547,14.95013
0814003,lubuskie powiat 14 gmina 03,0814,wiejska,8292,53.14275,14.82239
0814004,lubuskie powiat 14 gmina 04,0814,miejska,7806,53.019,15.04493
0814005,lubuskie powiat 14 gmina 05,0814,wiejska,14195,53.17653,14.94119
1001001,łódzkie powiat 01 gmina 01,1001,miejsko-wiejska,12644,51.74679,18.93903
1001002,łódzkie powiat 01 gmina 02,1001,wiejska,11056,51.90641,18.93898
1001003,łódzkie powiat 01 gmina 03,1001,miejska,10587,51.67132,19.11988
1001004,łódzkie powiat 01 gmina 04,1001,wiejska,14755,52.0757,19.1318
1001005,łódzkie powiat 01 gmina 05,1001,wiejska,10237,51.66227,19.18468
1001006,łódzkie powiat 01 gmina 06,1001,miejsko-wiejska,13400,51.85173,19.3049
1001007,łódzkie powiat 01 gmina 07,1001,wiejska,14021,51.72913,19.23344
1001008,łódzkie powiat 01 gmina 08,1001,wiejska,900,51.73411,19.15833
1002001,łódzkie powiat 02 gmina 01,1002,wiejska,4305,51.11038,20.02514
1002002,łódzkie powiat 02 gmina 02,1002,wiejska,5159,50.96134,19.92213
1002003,łódzkie powiat 02 gmina 03,1002,wiejska,7710,51.16996,20.09628
1002004,łódzkie powiat 02 gmina 04,1002,miejska,8091,51.00112,20.14485
1002005,łódzkie powiat 02 gmina 05,1002,miejska,4631,51.13664,20.09582
1002006,łódzkie powiat 02 gmina 06,1002,miejsko-wiejska,6905,51.05727,20.23847
1002007,łódzkie powiat 02 gmina 07,1002,wiejska,5879,51.13268,20.16002
1002008,łódzkie powiat 02 gmina 08,1002,miejsko-wiejska,7520,51.02486,19.97533
1003001,łódzkie powiat 03 gmina 01,1003,wiejska,11951,52.14254,19.20007
1003002,łódzkie powiat 03 gmina 02,1003,miejska,900,52.10169,19.07533
1003003,łódzkie powiat 03 gmina 03,1003,miejsko-wiejska,9498,52.00508,19.13464
1003004,łódzkie powiat 03 gmina 04,1003,wiejska,27369,51.97494,19.1155
1003005,łódzkie powiat 03 gmina 05,1003,miejska,23353,52.14249,19.28664
1003006,łódzkie powiat 03 gmina 06,1003,wiejska,13111,52.09776,19.17133
1003007,łódzkie powiat 03 gmina 07,1003,wiejska,17363,51.86324,19.31902
1003008,łódzkie powiat 03 gmina 08,1003,wiejska,6516,51.95602,19.15358
1004001,łódzkie powiat 04 gmina 01,1004,miejsko-wiejska,4734,52.11775,19.16312
1004002,łódzkie powiat 04 gmina 02,1004,wiejska,11361,52.02972,19.09296
1004003,łódzkie powiat 04 gmina 03,1004,wiejska,16316,51.93708,19.29172
1004004,łódzkie powiat 04 gmina 04,1004,wiejska,3463,52.1146,19.1778
1004005,łódzkie powiat 04 gmina 05,1004,wiejska,6536,51.85675,19.07566
1004006,łódzkie powiat 04 gmina 06,1004,miejska,17409,52.09227,19.29229
1004007,łódzkie powiat 04 gmina 07,1004,miejska,19406,52.20997,18.98363
1004008,łódzkie powiat 04 gmina 08,1004,wiejska,21971,51.97713,19.0095
1005001,łódzkie powiat 05 gmina 01,1005,wiejska,42653,51.2749,18.96654
1005002,łódzkie powiat 05 gmina 02,1005,wiejska,21823,51.46892,19.26304
1005003,łódzkie powiat 05 gmina 03,1005,wiejska,15083,51.65579,19.31083
1005004,łódzkie powiat 05 gmina 04,1005,wiejska,27152,51.52871,19.30365
1005005,łódzkie powiat 05 gmina 05,1005,wiejska,24650,51.25447,19.21372
1005006,łódzkie powiat 05 gmina 06,1005,miejska,32047,51.25555,19.0552
1005007,łódzkie powiat 05 gmina 07,1005,miejsko-wiejska,15321,51.30896,19.38853
1005008,łódzkie powiat 05 gmina 08,1005,wiejska,34728,51.49756,19.17774
1006001,łódzkie powiat 06 gmina 01,1006,wiejska,29661,51.42299,18.96915
1006002,łódzkie powiat 06 gmina 02,1006,wiejska,900,51.54596,19.35333
1006003,łódzkie powiat 06 gmina 03,1006,miejsko-wiejska,10888,51.6596,19.01507
1006004,łódzkie powiat 06 gmina 04,1006,miejska,14521,51.57194,18.97632
1006005,łódzkie powiat 06 gmina 05,1006,miejsko-wiejska,39279,51.52227,19.34617
1006006,łódzkie powiat 06 gmina 06,1006,wiejska,12427,51.75058,19.18243
1006007,łódzkie powiat 06 gmina 07,1006,miejsko-wiejska,19559,51.81786,19.17727
1006008,łódzkie powiat 06 gmina 08,1006,wiejska,900,51.59469,19.1322
1007001,łódzkie powiat 07 gmina 01,1007,miejska,900,51.81721,19.89137
1007002,łódzkie powiat 07 gmina 02,1007,wiejska,900,52.10302,19.94138
1007003,łódzkie powiat 07 gmina 03,1007,miejska,22393,52.22558,20.06747
1007004,łódzkie powiat 07 gmina 04,1007,miejsko-wiejska,11343,51.8461,20.13664
1007005,łódzkie powiat 07 gmina 05,1007,wiejska,4616,51.83863,20.25002
1007006,łódzkie powiat 07 gmina 06,1007,wiejska,36491,51.92357,20.25694
1007007,łódzkie powiat 07 gmina 07,1007,wiejska,16400,52.20555,20.05977
1007008,łódzkie powiat 07 gmina 08,1007,wiejska,900,51.89616,19.92943
1008001,łódzkie powiat 08 gmina 01,1008,miejska,33172,51.5128,19.37655
1008002,łódzkie powiat 08 gmina 02,1008,miejsko-wiejska,10867,51.53253,19.57799
1008003,łódzkie powiat 08 gmina 03,1008,wiejska,9510,51.47887,19.32651
1008004,łódzkie powiat 08 gmina 04,1008,miejsko-wiejska,10001,51.67418,19.70259
1008005,łódzkie powiat 08 gmina 05,1008,miejsko-wiejska,17298,51.45657,19.74104
1008006,łódzkie powiat 08 gmina 06,1008,miejsko-wiejska,26383,51.49435,19.33174
1008007,łódzkie powiat 08 gmina 07,1008,wiejska,5676,51.45108,19.54585
1008008,łódzkie powiat 08 gmina 08,1008,wiejska,29087,51.31753,19.73757
1009001,łódzkie powiat 09 gmina 01,1009,miejska,17320,51.86161,19.77131
1009002,łódzkie powiat 09 gmina 02,1009,wiejska,25462,51.80237,19.73768
1009003,łódzkie powiat 09 gmina 03,1009,wiejska,8427,51.90055,19.5724
1009004,łódzkie powiat 09 gmina 04,1009,wiejska,9286,51.87864,19.56069
1009005,łódzkie powiat 09 gmina 05,1009,wiejska,16505,51.823,19.84396
1009006,łódzkie powiat 09 gmina 06,1009,miejska,18661,51.91257,19.56863
1009007,łódzkie powiat 09 gmina 07,1009,wiejska,11082,51.77796,19.57181
1009008,łódzkie powiat 09 gmina 08,1009,miejsko-wiejska,17832,52.08121,19.53386
1010001,łódzkie powiat 10 gmina 01,1010,miejsko-wiejska,5298,51.53015,19.02637
1010002,łódzkie powiat 10 gmina 02,1010,wiejska,1610,51.76949,19.1521
1010003,łódzkie powiat 10 gmina 03,1010,wiejska,3472,51.69978,19.0564
1010004,łódzkie powiat 10 gmina 04,1010,wiejska,3036,51.81052,19.01623
1010005,łódzkie powiat 10 gmina 05,1010,wiejska,900,51.65038,18.9538
1010006,łódzkie powiat 10 gmina 06,1010,miejska,1875,51.56583,18.81528
1010007,łódzkie powiat 10 gmina 07,1010,wiejska,938,51.83408,19.23032
1011001,łódzkie powiat 11 gmina 01,1011,wiejska,10051,51.12054,18.95653
1011002,łódzkie powiat 11 gmina 02,1011,wiejska,23622,51.33994,18.82769
1011003,łódzkie powiat 11 gmina 03,1011,miejska,10417,51.16981,18.89114
1011004,łódzkie powiat 11 gmina 04,1011,wiejska,7950,51.11747,18.96859
1011005,łódzkie powiat 11 gmina 05,1011,miejska,7256,51.41726,18.64458
1011006,łódzkie powiat 11 gmina 06,1011,wiejska,14902,51.14416,18.75262
1011007,łódzkie powiat 11 gmina 07,1011,miejsko-wiejska,30099,51.16309,18.80895
1012001,łódzkie powiat 12 gmina 01,1012,miejsko-wiejska,12339,51.8984,19.24702
1012002,łódzkie powiat 12 gmina 02,1012,wiejska,21582,51.74877,19.309
1012003,łódzkie powiat 12 gmina 03,1012,miejska,20573,52.1524,19.29709
1012004,łódzkie powiat 12 gmina 04,1012,wiejska,22387,51.76668,19.3754
1012005,łódzkie powiat 12 gmina 05,1012,miejsko-wiejska,25260,51.75021,19.16347
1012006,łódzkie powiat 12 gmina 06,1012,miejsko-wiejska,22235,51.80693,19.27691
1012007,łódzkie powiat 12 gmina 07,1012,wiejska,14189,51.87473,19.09763
1013001,łódzkie powiat 13 gmina 01,1013,wiejska,5328,51.49511,18.79726
1013002,łódzkie powiat 13 gmina 02,1013,wiejska,11754,51.50472,18.92778
1013003,łódzkie powiat 13 gmina 03,1013,miejsko-wiejska,6060,51.24602,18.98042
1013004,łódzkie powiat 13 gmina 04,1013,wiejska,2984,51.43311,18.86259
1013005,łódzkie powiat 13 gmina 05,1013,wiejska,2680,51.37431,19.01501
1013006,łódzkie powiat 13 gmina 06,1013,wiejska,8291,51.26241,18.93744
1013007,łódzkie powiat 13 gmina 07,1013,wiejska,2782,51.2871,18.89901
1014001,łódzkie powiat 14 gmina 01,1014,miejsko-wiejska,9987,51.1565,19.55747
1014002,łódzkie powiat 14 gmina 02,1014,miejsko-wiejska,24318,51.16012,19.60442
1014003,łódzkie powiat 14 gmina 03,1014,wiejska,13961,51.36637,19.20272
1014004,łódzkie powiat 14 gmina 04,1014,wiejska,22149,51.15964,19.3631
1014005,łódzkie powiat 14 gmina 05,1014,miejska,14996,51.4031,19.37239
1014006,łódzkie powiat 14 gmina 06,1014,wiejska,6642,51.32294,19.31441
1014007,łódzkie powiat 14 gmina 07,1014,miejsko-wiejska,20669,51.26187,19.5351
1015001,łódzkie powiat 15 gmina 01,1015,miejsko-wiejska,2218,51.85911,19.10454
1015002,łódzkie powiat 15 gmina 02,1015,wiejska,10314,51.91553,19.15318
1015003,łódzkie powiat 15 gmina 03,1015,wiejska,23398,52.00565,18.89739
1015004,łódzkie powiat 15 gmina 04,1015,miejska,8230,51.81648,18.78618
1015005,łódzkie powiat 15 gmina 05,1015,wiejska,11907,51.77885,18.8961
1015006,łódzkie powiat 15 gmina 06,1015,miejska,6052,52.05378,18.88009
1015007,łódzkie powiat 15 gmina 07,1015,miejsko-wiejska,13243,51.87094,19.12941
1016001,łódzkie powiat 16 gmina 01,1016,wiejska,25634,51.73479,19.20021
1016002,łódzkie powiat 16 gmina 02,1016,miejska,900,51.55543,19.19327
1016003,łódzkie powiat 16 gmina 03,1016,miejsko-wiejska,20680,51.73763,18.93654
1016004,łódzkie powiat 16 gmina 04,1016,wiejska,900,51.58443,19.18996
1016005,łódzkie powiat 16 gmina 05,1016,wiejska,23321,51.87011,19.04688
1016006,łódzkie powiat 16 gmina 06,1016,miejsko-wiejska,16206,51.87001,19.08128
1016007,łódzkie powiat 16 gmina 07,1016,wiejska,9075,51.73881,19.15181
1017001,łódzkie powiat 17 gmina 01,1017,wiejska,24528,51.96283,19.05835
1017002,łódzkie powiat 17 gmina 02,1017,wiejska,26633,52.05573,18.92683
1017003,łódzkie powiat 17 gmina 03,1017,wiejska,3443,52.0401,18.69557
1017004,łódzkie powiat 17 gmina 04,1017,wiejska,24743,52.08706,18.71952
1017005,łódzkie powiat 17 gmina 05,1017,miejsko-wiejska,24052,51.9482,18.66436
1017006,łódzkie powiat 17 gmina 06,1017,wiejska,18208,52.15339,18.90821
1017007,łódzkie powiat 17 gmina 07,1017,miejsko-wiejska,16697,51.98449,18.91808
1018001,łódzkie powiat 18 gmina 01,1018,miejska,5724,51.4917,20.19801
1018002,łódzkie powiat 18 gmina 02,1018,wiejska,3688,51.40128,19.97831
1018003,łódzkie powiat 18 gmina 03,1018,wiejska,15718,51.48497,20.26992
1018004,łódzkie powiat 18 gmina 04,1018,wiejska,5318,51.13793,20.22622
1018005,łódzkie powiat 18 gmina 05,1018,wiejska,7114,51.11231,20.31836
1018006,łódzkie powiat 18 gmina 06,1018,wiejska,15359,51.35973,20.00645
1018007,łódzkie powiat 18 gmina 07,1018,wiejska,21135,51.206,20.24521
1019001,łódzkie powiat 19 gmina 01,1019,miejska,900,52.30569,19.201
1019002,łódzkie powiat 19 gmina 02,1019,wiejska,26351,52.1918,19.28656
1019003,łódzkie powiat 19 gmina 03,1019,miejska,14441,52.22848,19.25233
1019004,łódzkie powiat 19 gmina 04,1019,wiejska,12158,52.4387,19.51214
1019005,łódzkie powiat 19 gmina 05,1019,wiejska,2291,52.29884,19.34119
1019006,łódzkie powiat 19 gmina 06,1019,wiejska,9096,52.28062,19.41334
1019007,łódzkie powiat 19 gmina 07,1019,miejska,25170,52.1103,19.4009
1020001,łódzkie powiat 20 gmina 01,1020,miejsko-wiejska,5115,52.15806,20.02494
1020002,łódzkie powiat 20 gmina 02,1020,miejsko-wiejska,7003,51.83402,20.21909
1020003,łódzkie powiat 20 gmina 03,1020,wiejska,4176,52.08006,20.1992
1020004,łódzkie powiat 20 gmina 04,1020,miejsko-wiejska,6640,52.05719,19.99902
1020005,łódzkie powiat 20 gmina 05,1020,miejsko-wiejska,8183,51.88241,20.18406
1020006,łódzkie powiat 20 gmina 06,1020,miejsko-wiejska,6417,51.81728,20.21337
1020007,łódzkie powiat 20 gmina 07,1020,wiejska,5138,51.97359,20.13023
1021001,łódzkie powiat 21 gmina 01,1021,wiejska,4436,51.72607,19.59588
1021002,łódzkie powiat 21 gmina 02,1021,miejska,6684,52.12381,19.98757
1021003,łódzkie powiat 21 gmina 03,1021,wiejska,2183,51.79154,19.79643
1021004,łódzkie powiat 21 gmina 04,1021,wiejska,5738,51.98332,19.64363
1021005,łódzkie powiat 21 gmina 05,1021,wiejska,8577,51.98917,19.72241
1021006,łódzkie powiat 21 gmina 06,1021,miejska,9407,52.00089,19.95335
1021007,łódzkie powiat 21 gmina 07,1021,miejsko-wiejska,11553,51.85669,19.63451
1022001,łódzkie powiat 22 gmina 01,1022,wiejska,32280,52.22998,19.46283
1022002,łódzkie powiat 22 gmina 02,1022,wiejska,20701,52.19861,19.64405
1022003,łódzkie powiat 22 gmina 03,1022,wiejska,26046,52.35443,19.57551
1022004,łódzkie powiat 22 gmina 04,1022,miejsko-wiejska,41909,52.44255,19.41961
1022005,łódzkie powiat 22 gmina 05,1022,wiejska,37912,52.23195,19.48253
1022006,łódzkie powiat 22 gmina 06,1022,wiejska,19504,52.2628,19.74491
1022007,łódzkie powiat 22 gmina 07,1022,miejsko-wiejska,44150,52.1672,19.40544
1023001,łódzkie powiat 23 gmina 01,1023,wiejska,10906,51.48147,18.97828
1023002,łódzkie powiat 23 gmina 02,1023,miejska,14560,51.42277,19.26427
1023003,łódzkie powiat 23 gmina 03,1023,wiejska,10727,51.23889,19.01838
1023004,łódzkie powiat 23 gmina 04,1023,miejska,900,51.28051,19.21373
1023005,łódzkie powiat 23 gmina 05,1023,miejsko-wiejska,16807,51.50107,19.17524
1023006,łódzkie powiat 23 gmina 06,1023,wiejska,900,51.25407,19.22017
1023007,łódzkie powiat 23 gmina 07,1023,wiejska,3927,51.43989,18.98903
1024001,łódzkie powiat 24 gmina 01,1024,miejska,12541,52.19148,19.30248
1024002,łódzkie powiat 24 gmina 02,1024,miejsko-wiejska,5449,52.29746,19.45122
1024003,łódzkie powiat 24 gmina 03,1024,wiejska,10884,52.32063,19.36771
1024004,łódzkie powiat 24 gmina 04,1024,wiejska,11092,52.27998,19.43624
1024005,łódzkie powiat 24 gmina 05,1024,miejska,6887,51.95604,19.50552
1024006,łódzkie powiat 24 gmina 06,1024,wiejska,11640,51.96015,19.58984
1024007,łódzkie powiat 24 gmina 07,1024,wiejska,12700,52.13399,19.52981
1201001,małopolskie powiat 01 gmina 01,1201,miejska,26115,49.69679,19.44073
1201002,małopolskie powiat 01 gmina 02,1201,wiejska,28194,49.77472,19.40427
1201003,małopolskie powiat 01 gmina 03,1201,miejska,23914,49.86377,19.43994
1201004,małopolskie powiat 01 gmina 04,1201,wiejska,22450,49.76938,19.59723
1201005,małopolskie powiat 01 gmina 05,1201,miejska,31180,49.84698,19.49092
1201006,małopolskie powiat 01 gmina 06,1201,miejsko-wiejska,30739,49.86507,19.52487
1201007,małopolskie powiat 01 gmina 07,1201,wiejska,25930,49.70965,19.53583
1201008,małopolskie powiat 01 gmina 08,1201,wiejska,31953,49.7846,19.39322
1201009,małopolskie powiat 01 gmina 09,1201,miejska,16595,49.95896,19.57714
1202001,małopolskie powiat 02 gmina 01,1202,wiejska,7312,49.92468,19.54256
1202002,małopolskie powiat 02 gmina 02,1202,miejska,40017,50.28015,19.232
1202003,małopolskie powiat 02 gmina 03,1202,miejsko-wiejska,24517,50.32246,19.59032
1202004,małopolskie powiat 02 gmina 04,1202,wiejska,21477,50.2102,19.23152
1202005,małopolskie powiat 02 gmina 05,1202,wiejska,28328,49.91494,19.27452
1202006,małopolskie powiat 02 gmina 06,1202,wiejska,39561,50.01874,19.39509
1202007,małopolskie powiat 02 gmina 07,1202,miejska,5967,49.96712,19.49001
1202008,małopolskie powiat 02 gmina 08,1202,wiejska,13444,49.92406,19.2575
1202009,małopolskie powiat 02 gmina 09,1202,miejska,22542,50.25217,19.45446
1203001,małopolskie powiat 03 gmina 01,1203,miejsko-wiejska,31866,49.36204,19.70578
1203002,małopolskie powiat 03 gmina 02,1203,miejska,53292,49.48148,19.96668
1203003,małopolskie powiat 03 gmina 03,1203,miejsko-wiejska,12744,49.29275,19.75391
1203004,małopolskie powiat 03 gmina 04,1203,miejsko-wiejska,21500,49.23487,19.7252
1203005,małopolskie powiat 03 gmina 05,1203,miejsko-wiejska,31477,49.41133,19.78791
1203006,małopolskie powiat 03 gmina 06,1203,wiejska,24049,49.20049,19.69525
1203007,małopolskie powiat 03 gmina 07,1203,wiejska,51138,49.26012,19.73898
1203008,małopolskie powiat 03 gmina 08,1203,miejsko-wiejska,900,49.46614,19.69033
1203009,małopolskie powiat 03 gmina 09,1203,miejsko-wiejska,33701,49.46639,19.97302
1204001,małopolskie powiat 04 gmina 01,1204,wiejska,6937,50.0769,19.29821
1204002,małopolskie powiat 04 gmina 02,1204,miejska,9838,50.11312,19.5743
1204003,małopolskie powiat 04 gmina 03,1204,wiejska,5218,49.88653,19.70792
1204004,małopolskie powiat 04 gmina 04,1204,miejsko-wiejska,5203,49.82412,19.35246
1204005,małopolskie powiat 04 gmina 05,1204,wiejska,8038,50.11864,19.43014
1204006,małopolskie powiat 04 gmina 06,1204,miejsko-wiejska,9678,49.95656,19.6373
1204007,małopolskie powiat 04 gmina 07,1204,wiejska,16816,49.85432,19.59551
1204008,małopolskie powiat 04 gmina 08,1204,miejsko-wiejska,18114,50.1477,19.34912
1204009,małopolskie powiat 04 gmina 09,1204,wiejska,9461,50.12189,19.42495
1205001,małopolskie powiat 05 gmina 01,1205,wiejska,27418,50.27772,20.64714
1205002,małopolskie powiat 05 gmina 02,1205,wiejska,14041,50.47477,20.64736
1205003,małopolskie powiat 05 gmina 03,1205,miejsko-wiejska,40321,50.54884,20.65352
1205004,małopolskie powiat 05 gmina 04,1205,miejska,42144,50.25845,20.60291
1205005,małopolskie powiat 05 gmina 05,1205,wiejska,57645,50.40725,20.37752
1205006,małopolskie powiat 05 gmina 06,1205,wiejska,13166,50.23958,20.36226
1205007,małopolskie powiat 05 gmina 07,1205,wiejska,51047,50.34768,20.48112
1205008,małopolskie powiat 05 gmina 08,1205,miejsko-wiejska,20650,50.45127,20.42464
1205009,małopolskie powiat 05 gmina 09,1205,miejsko-wiejska,30742,50.22301,20.27428
1206001,małopolskie powiat 06 gmina 01,1206,wiejska,13203,49.67188,19.10258
1206002,małopolskie powiat 06 gmina 02,1206,miejsko-wiejska,900,49.99869,19.01294
1206003,małopolskie powiat 06 gmina 03,1206,wiejska,10190,50.09895,19.36538
1206004,małopolskie powiat 06 gmina 04,1206,miejska,22687,49.77385,19.16198
1206005,małopolskie powiat 06 gmina 05,1206,wiejska,3823,49.98882,19.1512
1206006,małopolskie powiat 06 gmina 06,1206,miejsko-wiejska,5481,49.92654,19.21494
1206007,małopolskie powiat 06 gmina 07,1206,wiejska,15554,50.01151,19.21293
1206008,małopolskie powiat 06 gmina 08,1206,wiejska,12214,50.10344,19.21207
1206009,małopolskie powiat 06 gmina 09,1206,wiejska,12583,49.98874,19.22923
1207001,małopolskie powiat 07 gmina 01,1207,wiejska,28132,50.65297,19.77867
1207002,małopolskie powiat 07 gmina 02,1207,wiejska,27731,50.889,19.80652
1207003,małopolskie powiat 07 gmina 03,1207,miejsko-wiejska,28401,50.75232,19.66612
1207004,małopolskie powiat 07 gmina 04,1207,miejska,40586,50.7236,19.92149
1207005,małopolskie powiat 07 gmina 05,1207,wiejska,900,50.83114,19.66306
1207006,małopolskie powiat 07 gmina 06,1207,wiejska,29583,50.72324,19.68224
1207007,małopolskie powiat 07 gmina 07,1207,wiejska,20147,50.72491,19.71357
1207008,małopolskie powiat 07 gmina 08,1207,wiejska,39221,50.924,19.95398
1208001,małopolskie powiat 08 gmina 01,1208,wiejska,27804,50.11164,20.03958
1208002,małopolskie powiat 08 gmina 02,1208,wiejska,35668,50.0829,20.22795
1208003,małopolskie powiat 08 gmina 03,1208,miejsko-wiejska,19056,50.08137,20.21791
1208004,małopolskie powiat 08 gmina 04,1208,miejska,28903,50.16272,20.17007
1208005,małopolskie powiat 08 gmina 05,1208,wiejska,16924,50.2272,20.0645
1208006,małopolskie powiat 08 gmina 06,1208,wiejska,28449,50.2521,20.07623
1208007,małopolskie powiat 08 gmina 07,1208,wiejska,27975,50.00315,20.15381
1208008,małopolskie powiat 08 gmina 08,1208,wiejska,51082,50.1157,20.25626
1209001,małopolskie powiat 09 gmina 01,1209,wiejska,28704,49.24291,19.73829
1209002,małopolskie powiat 09 gmina 02,1209,wiejska,28175,49.31871,19.51413
1209003,małopolskie powiat 09 gmina 03,1209,miejsko-wiejska,47694,49.41094,19.72451
1209004,małopolskie powiat 09 gmina 04,1209,wiejska,58135,49.15976,19.54442
1209005,małopolskie powiat 09 gmina 05,1209,wiejska,34700,49.43172,19.84792
1209006,małopolskie powiat 09 gmina 06,1209,wiejska,37943,49.54321,19.50076
1209007,małopolskie powiat 09 gmina 07,1209,wiejska,49070,49.40712,19.78346
1209008,małopolskie powiat 09 gmina 08,1209,wiejska,900,49.48466,19.55725
1210001,małopolskie powiat 10 gmina 01,1210,wiejska,6489,49.74216,19.35426
1210002,małopolskie powiat 10 gmina 02,1210,wiejska,9790,49.86791,19.25234
1210003,małopolskie powiat 10 gmina 03,1210,wiejska,15425,49.76038,19.5282
1210004,małopolskie powiat 10 gmina 04,1210,wiejska,14288,49.93308,19.45341
1210005,małopolskie powiat 10 gmina 05,1210,miejsko-wiejska,14875,50.02226,19.49932
1210006,małopolskie powiat 10 gmina 06,1210,miejsko-wiejska,26870,49.91399,19.52558
1210007,małopolskie powiat 10 gmina 07,1210,wiejska,17426,49.96907,19.36182
1210008,małopolskie powiat 10 gmina 08,1210,miejska,6317,50.13899,19.37827
1211001,małopolskie powiat 11 gmina 01,1211,miejska,16745,49.41317,19.78273
1211002,małopolskie powiat 11 gmina 02,1211,miejsko-wiejska,25918,49.40329,19.87781
1211003,małopolskie powiat 11 gmina 03,1211,miejsko-wiejska,22996,49.41035,19.61792
1211004,małopolskie powiat 11 gmina 04,1211,wiejska,14335,49.48696,20.00558
1211005,małopolskie powiat 11 gmina 05,1211,wiejska,37817,49.41565,19.571
1211006,małopolskie powiat 11 gmina 06,1211,wiejska,11123,49.25907,19.91372
1211007,małopolskie powiat 11 gmina 07,1211,wiejska,22468,49.13785,19.8678
1211008,małopolskie powiat 11 gmina 08,1211,miejska,28373,49.45388,19.83707
1212001,małopolskie powiat 12 gmina 01,1212,miejsko-wiejska,40796,49.28404,20.23501
1212002,małopolskie powiat 12 gmina 02,1212,wiejska,3943,49.48614,20.22321
1212003,małopolskie powiat 12 gmina 03,1212,miejsko-wiejska,3274,49.37162,20.08657
1212004,małopolskie powiat 12 gmina 04,1212,miejsko-wiejska,19863,49.31749,20.26586
1212005,małopolskie powiat 12 gmina 05,1212,wiejska,52649,49.27417,20.17491
1212006,małopolskie powiat 12 gmina 06,1212,miejsko-wiejska,1827,49.43697,20.29092
1212007,małopolskie powiat 12 gmina 07,1212,miejsko-wiejska,61943,49.25875,19.95284
1212008,małopolskie powiat 12 gmina 08,1212,wiejska,11040,49.41101,20.30978
1213001,małopolskie powiat 13 gmina 01,1213,wiejska,43005,50.04378,19.62317
1213002,małopolskie powiat 13 gmina 02,1213,wiejska,16333,49.80174,19.30641
1213003,małopolskie powiat 13 gmina 03,1213,wiejska,28865,49.8622,19.71081
1213004,małopolskie powiat 13 gmina 04,1213,miejsko-wiejska,35056,49.79638,19.34187
1213005,małopolskie powiat 13 gmina 05,1213,wiejska,900,49.85862,19.30346
1213006,małopolskie powiat 13 gmina 06,1213,miejsko-wiejska,26397,49.88338,19.37618
1213007,małopolskie powiat 13 gmina 07,1213,miejsko-wiejska,8417,50.00459,19.35554
1213008,małopolskie powiat 13 gmina 08,1213,wiejska,46665,50.0251,19.70522
1214001,małopolskie powiat 14 gmina 01,1214,wiejska,37816,50.43866,19.85771
1214002,małopolskie powiat 14 gmina 02,1214,wiejska,17715,50.23835,19.95392
1214003,małopolskie powiat 14 gmina 03,1214,wiejska,19223,50.44197,19.56399
1214004,małopolskie powiat 14 gmina 04,1214,wiejska,11865,50.52649,19.68118
1214005,małopolskie powiat 14 gmina 05,1214,wiejska,47745,50.37773,19.62841
1214006,małopolskie powiat 14 gmina 06,1214,miejska,28485,50.37697,19.73778
1214007,małopolskie powiat 14 gmina 07,1214,wiejska,30727,50.24325,19.81779
1214008,małopolskie powiat 14 gmina 08,1214,wiejska,35134,50.32743,19.69783
1215001,małopolskie powiat 15 gmina 01,1215,miejska,12817,49.3422,19.11179
1215002,małopolskie powiat 15 gmina 02,1215,wiejska,10887,49.4874,19.15312
1215003,małopolskie powiat 15 gmina 03,1215,miejska,11110,49.51478,19.05068
1215004,małopolskie powiat 15 gmina 04,1215,wiejska,900,49.4052,19.08282
1215005,małopolskie powiat 15 gmina 05,1215,wiejska,2923,49.52528,19.27525
1215006,małopolskie powiat 15 gmina 06,1215,wiejska,900,49.57723,19.31775
1215007,małopolskie powiat 15 gmina 07,1215,miejska,5040,49.55009,19.20898
1215008,małopolskie powiat 15 gmina 08,1215,wiejska,1113,49.57521,19.40873
1216001,małopolskie powiat 16 gmina 01,1216,wiejska,17679,50.90705,19.70471
1216002,małopolskie powiat 16 gmina 02,1216,wiejska,21272,50.69303,19.87882
1216003,małopolskie powiat 16 gmina 03,1216,miejsko-wiejska,9905,50.90239,19.79262
1216004,małopolskie powiat 16 gmina 04,1216,miejska,6589,50.98282,19.69938
1216005,małopolskie powiat 16 gmina 05,1216,miejsko-wiejska,15401,50.79751,19.57509
1216006,małopolskie powiat 16 gmina 06,1216,miejska,20305,50.86051,19.55599
1216007,małopolskie powiat 16 gmina 07,1216,miejsko-wiejska,900,50.73794,19.7857
1216008,małopolskie powiat 16 gmina 08,1216,wiejska,6635,50.82897,19.6763
1217001,małopolskie powiat 17 gmina 01,1217,wiejska,5533,50.65456,20.5683
1217002,małopolskie powiat 17 gmina 02,1217,miejsko-wiejska,900,50.58417,20.65945
1217003,małopolskie powiat 17 gmina 03,1217,wiejska,15748,50.46564,20.50333
1217004,małopolskie powiat 17 gmina 04,1217,wiejska,2481,50.26032,20.809
1217005,małopolskie powiat 17 gmina 05,1217,miejsko-wiejska,11939,50.42973,20.64366
