institution_id,institution_code,institution_name,level,seat
INST-PCZK-1426,PCZK_1426,Powiatowe Centrum Zarządzania Kryzysowego - mazowieckie powiat 26,powiatowy,mazowieckie powiat 26
INST-PCZK-1427,PCZK_1427,Powiatowe Centrum Zarządzania Kryzysowego - mazowieckie powiat 27,powiatowy,mazowieckie powiat 27
INST-PCZK-1428,PCZK_1428,Powiatowe Centrum Zarządzania Kryzysowego - mazowieckie powiat 28,powiatowy,mazowieckie powiat 28
INST-PCZK-1429,PCZK_1429,Powiatowe Centrum Zarządzania Kryzysowego - mazowieckie powiat 29,powiatowy,mazowieckie powiat 29
INST-PCZK-1430,PCZK_1430,Powiatowe Centrum Zarządzania Kryzysowego - mazowieckie powiat 30,powiatowy,mazowieckie powiat 30
INST-PCZK-1431,PCZK_1431,Powiatowe Centrum Zarządzania Kryzysowego - mazowieckie powiat 31,powiatowy,mazowieckie powiat 31
INST-PCZK-1432,PCZK_1432,Powiatowe Centrum Zarządzania Kryzysowego - mazowieckie powiat 32,powiatowy,mazowieckie powiat 32
INST-PCZK-1433,PCZK_1433,Powiatowe Centrum Zarządzania Kryzysowego - mazowieckie powiat 33,powiatowy,mazowieckie powiat 33
INST-PCZK-1434,PCZK_1434,Powiatowe Centrum Zarządzania Kryzysowego - mazowieckie powiat 34,powiatowy,mazowieckie powiat 34
INST-PCZK-1435,PCZK_1435,Powiatowe Centrum Zarządzania Kryzysowego - mazowieckie powiat 35,powiatowy,mazowieckie powiat 35
INST-PCZK-1436,PCZK_1436,Powiatowe Centrum Zarządzania Kryzysowego - mazowieckie powiat 36,powiatowy,mazowieckie powiat 36
INST-PCZK-1437,PCZK_1437,Powiatowe Centrum Zarządzania Kryzysowego - mazowieckie powiat 37,powiatowy,mazowieckie powiat 37
INST-PCZK-1438,PCZK_1438,Powiatowe Centrum Zarządzania Kryzysowego - mazowieckie powiat 38,powiatowy,mazowieckie powiat 38
INST-PCZK-1439,PCZK_1439,Powiatowe Centrum Zarządzania Kryzysowego - mazowieckie powiat 39,powiatowy,mazowieckie powiat 39
INST-PCZK-1440,PCZK_1440,Powiatowe Centrum Zarządzania Kryzysowego - mazowieckie powiat 40,powiatowy,mazowieckie powiat 40
INST-PCZK-1441,PCZK_1441,Powiatowe Centrum Zarządzania Kryzysowego - mazowieckie powiat 41,powiatowy,mazowieckie powiat 41
INST-PCZK-1442,PCZK_1442,Powiatowe Centrum Zarządzania Kryzysowego - mazowieckie powiat 42,powiatowy,mazowieckie powiat 42
INST-PCZK-1601,PCZK_1601,Powiatowe Centrum Zarządzania Kryzysowego - nyski,powiatowy,nyski
INST-PCZK-1602,PCZK_1602,Powiatowe Centrum Zarządzania Kryzysowego - opolski,powiatowy,opolski
INST-PCZK-1603,PCZK_1603,Powiatowe Centrum Zarządzania Kryzysowego - Opole,powiatowy,Opole
INST-PCZK-1604,PCZK_1604,Powiatowe Centrum Zarządzania Kryzysowego - opolskie powiat 04,powiatowy,opolskie powiat 04
INST-PCZK-1605,PCZK_1605,Powiatowe Centrum Zarządzania Kryzysowego - opolskie powiat 05,powiatowy,opolskie powiat 05
INST-PCZK-1606,PCZK_1606,Powiatowe Centrum Zarządzania Kryzysowego - opolskie powiat 06,powiatowy,opolskie powiat 06
INST-PCZK-1607,PCZK_1607,Powiatowe Centrum Zarządzania Kryzysowego - opolskie powiat 07,powiatowy,opolskie powiat 07
INST-PCZK-1608,PCZK_1608,Powiatowe Centrum Zarządzania Kryzysowego - opolskie powiat 08,powiatowy,opolskie powiat 08
INST-PCZK-1609,PCZK_1609,Powiatowe Centrum Zarządzania Kryzysowego - opolskie powiat 09,powiatowy,opolskie powiat 09
INST-PCZK-1610,PCZK_1610,Powiatowe Centrum Zarządzania Kryzysowego - opolskie powiat 10,powiatowy,opolskie powiat 10
INST-PCZK-1611,PCZK_1611,Powiatowe Centrum Zarządzania Kryzysowego - opolskie powiat 11,powiatowy,opolskie powiat 11
INST-PCZK-1612,PCZK_1612,Powiatowe Centrum Zarządzania Kryzysowego - opolskie powiat 12,powiatowy,opolskie powiat 12
INST-PCZK-1801,PCZK_1801,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 01,powiatowy,podkarpackie powiat 01
INST-PCZK-1802,PCZK_1802,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 02,powiatowy,podkarpackie powiat 02
INST-PCZK-1803,PCZK_1803,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 03,powiatowy,podkarpackie powiat 03
INST-PCZK-1804,PCZK_1804,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 04,powiatowy,podkarpackie powiat 04
INST-PCZK-1805,PCZK_1805,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 05,powiatowy,podkarpackie powiat 05
INST-PCZK-1806,PCZK_1806,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 06,powiatowy,podkarpackie powiat 06
INST-PCZK-1807,PCZK_1807,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 07,powiatowy,podkarpackie powiat 07
INST-PCZK-1808,PCZK_1808,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 08,powiatowy,podkarpackie powiat 08
INST-PCZK-1809,PCZK_1809,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 09,powiatowy,podkarpackie powiat 09
INST-PCZK-1810,PCZK_1810,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 10,powiatowy,podkarpackie powiat 10
INST-PCZK-1811,PCZK_1811,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 11,powiatowy,podkarpackie powiat 11
INST-PCZK-1812,PCZK_1812,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 12,powiatowy,podkarpackie powiat 12
INST-PCZK-1813,PCZK_1813,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 13,powiatowy,podkarpackie powiat 13
INST-PCZK-1814,PCZK_1814,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 14,powiatowy,podkarpackie powiat 14
INST-PCZK-1815,PCZK_1815,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 15,powiatowy,podkarpackie powiat 15
INST-PCZK-1816,PCZK_1816,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 16,powiatowy,podkarpackie powiat 16
INST-PCZK-1817,PCZK_1817,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 17,powiatowy,podkarpackie powiat 17
INST-PCZK-1818,PCZK_1818,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 18,powiatowy,podkarpackie powiat 18
INST-PCZK-1819,PCZK_1819,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 19,powiatowy,podkarpackie powiat 19
INST-PCZK-1820,PCZK_1820,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 20,powiatowy,podkarpackie powiat 20
INST-PCZK-1821,PCZK_1821,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 21,powiatowy,podkarpackie powiat 21
INST-PCZK-1822,PCZK_1822,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 22,powiatowy,podkarpackie powiat 22
INST-PCZK-1823,PCZK_1823,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 23,powiatowy,podkarpackie powiat 23
INST-PCZK-1824,PCZK_1824,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 24,powiatowy,podkarpackie powiat 24
INST-PCZK-1825,PCZK_1825,Powiatowe Centrum Zarządzania Kryzysowego - podkarpackie powiat 25,powiatowy,podkarpackie powiat 25
INST-PCZK-2001,PCZK_2001,Powiatowe Centrum Zarządzania Kryzysowego - podlaskie powiat 01,powiatowy,podlaskie powiat 01
INST-PCZK-2002,PCZK_2002,Powiatowe Centrum Zarządzania Kryzysowego - podlaskie powiat 02,powiatowy,podlaskie powiat 02
INST-PCZK-2003,PCZK_2003,Powiatowe Centrum Zarządzania Kryzysowego - podlaskie powiat 03,powiatowy,podlaskie powiat 03
INST-PCZK-2004,PCZK_2004,Powiatowe Centrum Zarządzania Kryzysowego - podlaskie powiat 04,powiatowy,podlaskie powiat 04
INST-PCZK-2005,PCZK_2005,Powiatowe Centrum Zarządzania Kryzysowego - podlaskie powiat 05,powiatowy,podlaskie powiat 05
INST-PCZK-2006,PCZK_2006,Powiatowe Centrum Zarządzania Kryzysowego - podlaskie powiat 06,powiatowy,podlaskie powiat 06
INST-PCZK-2007,PCZK_2007,Powiatowe Centrum Zarządzania Kryzysowego - podlaskie powiat 07,powiatowy,podlaskie powiat 07
INST-PCZK-2008,PCZK_2008,Powiatowe Centrum Zarządzania Kryzysowego - podlaskie powiat 08,powiatowy,podlaskie powiat 08
INST-PCZK-2009,PCZK_2009,Powiatowe Centrum Zarządzania Kryzysowego - podlaskie powiat 09,powiatowy,podlaskie powiat 09
INST-PCZK-2010,PCZK_2010,Powiatowe Centrum Zarządzania Kryzysowego - podlaskie powiat 10,powiatowy,podlaskie powiat 10
INST-PCZK-2011,PCZK_2011,Powiatowe Centrum Zarządzania Kryzysowego - podlaskie powiat 11,powiatowy,podlaskie powiat 11
INST-PCZK-2012,PCZK_2012,Powiatowe Centrum Zarządzania Kryzysowego - podlaskie powiat 12,powiatowy,podlaskie powiat 12
INST-PCZK-2013,PCZK_2013,Powiatowe Centrum Zarządzania Kryzysowego - podlaskie powiat 13,powiatowy,podlaskie powiat 13
INST-PCZK-2014,PCZK_2014,Powiatowe Centrum Zarządzania Kryzysowego - podlaskie powiat 14,powiatowy,podlaskie powiat 14
INST-PCZK-2015,PCZK_2015,Powiatowe Centrum Zarządzania Kryzysowego - podlaskie powiat 15,powiatowy,podlaskie powiat 15
INST-PCZK-2016,PCZK_2016,Powiatowe Centrum Zarządzania Kryzysowego - podlaskie powiat 16,powiatowy,podlaskie powiat 16
INST-PCZK-2017,PCZK_2017,Powiatowe Centrum Zarządzania Kryzysowego - podlaskie powiat 17,powiatowy,podlaskie powiat 17
INST-PCZK-2201,PCZK_2201,Powiatowe Centrum Zarządzania Kryzysowego - pomorskie powiat 01,powiatowy,pomorskie powiat 01
INST-PCZK-2202,PCZK_2202,Powiatowe Centrum Zarządzania Kryzysowego - pomorskie powiat 02,powiatowy,pomorskie powiat 02
INST-PCZK-2203,PCZK_2203,Powiatowe Centrum Zarządzania Kryzysowego - pomorskie powiat 03,powiatowy,pomorskie powiat 03
INST-PCZK-2204,PCZK_2204,Powiatowe Centrum Zarządzania Kryzysowego - pomorskie powiat 04,powiatowy,pomorskie powiat 04
INST-PCZK-2205,PCZK_2205,Powiatowe Centrum Zarządzania Kryzysowego - pomorskie powiat 05,powiatowy,pomorskie powiat 05
INST-PCZK-2206,PCZK_2206,Powiatowe Centrum Zarządzania Kryzysowego - pomorskie powiat 06,powiatowy,pomorskie powiat 06
INST-PCZK-2207,PCZK_2207,Powiatowe Centrum Zarządzania Kryzysowego - pomorskie powiat 07,powiatowy,pomorskie powiat 07
INST-PCZK-2208,PCZK_2208,Powiatowe Centrum Zarządzania Kryzysowego - pomorskie powiat 08,powiatowy,pomorskie powiat 08
INST-PCZK-2209,PCZK_2209,Powiatowe Centrum Zarządzania Kryzysowego - pomorskie powiat 09,powiatowy,pomorskie powiat 09
INST-PCZK-2210,PCZK_2210,Powiatowe Centrum Zarządzania Kryzysowego - pomorskie powiat 10,powiatowy,pomorskie powiat 10
INST-PCZK-2211,PCZK_2211,Powiatowe Centrum Zarządzania Kryzysowego - pomorskie powiat 11,powiatowy,pomorskie powiat 11
INST-PCZK-2212,PCZK_2212,Powiatowe Centrum Zarządzania Kryzysowego - pomorskie powiat 12,powiatowy,pomorskie powiat 12
INST-PCZK-2213,PCZK_2213,Powiatowe Centrum Zarządzania Kryzysowego - pomorskie powiat 13,powiatowy,pomorskie powiat 13
INST-PCZK-2214,PCZK_2214,Powiatowe Centrum Zarządzania Kryzysowego - pomorskie powiat 14,powiatowy,pomorskie powiat 14
INST-PCZK-2215,PCZK_2215,Powiatowe Centrum Zarządzania Kryzysowego - pomorskie powiat 15,powiatowy,pomorskie powiat 15
INST-PCZK-2216,PCZK_2216,Powiatowe Centrum Zarządzania Kryzysowego - pomorskie powiat 16,powiatowy,pomorskie powiat 16
INST-PCZK-2217,PCZK_2217,Powiatowe Centrum Zarządzania Kryzysowego - pomorskie powiat 17,powiatowy,pomorskie powiat 17
INST-PCZK-2218,PCZK_2218,Powiatowe Centrum Zarządzania Kryzysowego - pomorskie powiat 18,powiatowy,pomorskie powiat 18
INST-PCZK-2219,PCZK_2219,Powiatowe Centrum Zarządzania Kryzysowego - pomorskie powiat 19,powiatowy,pomorskie powiat 19
INST-PCZK-2220,PCZK_2220,Powiatowe Centrum Zarządzania Kryzysowego - pomorskie powiat 20,powiatowy,pomorskie powiat 20
INST-PCZK-2401,PCZK_2401,Powiatowe Centrum Zarządzania Kryzysowego - raciborski,powiatowy,raciborski
INST-PCZK-2402,PCZK_2402,Powiatowe Centrum Zarządzania Kryzysowego - wodzisławski,powiatowy,wodzisławski
INST-PCZK-2403,PCZK_2403,Powiatowe Centrum Zarządzania Kryzysowego - Gliwice,powiatowy,Gliwice
INST-PCZK-2404,PCZK_2404,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 04,powiatowy,śląskie powiat 04
INST-PCZK-2405,PCZK_2405,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 05,powiatowy,śląskie powiat 05
INST-PCZK-2406,PCZK_2406,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 06,powiatowy,śląskie powiat 06
INST-PCZK-2407,PCZK_2407,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 07,powiatowy,śląskie powiat 07
INST-PCZK-2408,PCZK_2408,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 08,powiatowy,śląskie powiat 08
INST-PCZK-2409,PCZK_2409,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 09,powiatowy,śląskie powiat 09
INST-PCZK-2410,PCZK_2410,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 10,powiatowy,śląskie powiat 10
INST-PCZK-2411,PCZK_2411,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 11,powiatowy,śląskie powiat 11
INST-PCZK-2412,PCZK_2412,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 12,powiatowy,śląskie powiat 12
INST-PCZK-2413,PCZK_2413,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 13,powiatowy,śląskie powiat 13
INST-PCZK-2414,PCZK_2414,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 14,powiatowy,śląskie powiat 14
INST-PCZK-2415,PCZK_2415,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 15,powiatowy,śląskie powiat 15
INST-PCZK-2416,PCZK_2416,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 16,powiatowy,śląskie powiat 16
INST-PCZK-2417,PCZK_2417,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 17,powiatowy,śląskie powiat 17
INST-PCZK-2418,PCZK_2418,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 18,powiatowy,śląskie powiat 18
INST-PCZK-2419,PCZK_2419,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 19,powiatowy,śląskie powiat 19
INST-PCZK-2420,PCZK_2420,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 20,powiatowy,śląskie powiat 20
INST-PCZK-2421,PCZK_2421,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 21,powiatowy,śląskie powiat 21
INST-PCZK-2422,PCZK_2422,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 22,powiatowy,śląskie powiat 22
INST-PCZK-2423,PCZK_2423,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 23,powiatowy,śląskie powiat 23
INST-PCZK-2424,PCZK_2424,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 24,powiatowy,śląskie powiat 24
INST-PCZK-2425,PCZK_2425,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 25,powiatowy,śląskie powiat 25
INST-PCZK-2426,PCZK_2426,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 26,powiatowy,śląskie powiat 26
INST-PCZK-2427,PCZK_2427,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 27,powiatowy,śląskie powiat 27
INST-PCZK-2428,PCZK_2428,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 28,powiatowy,śląskie powiat 28
INST-PCZK-2429,PCZK_2429,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 29,powiatowy,śląskie powiat 29
INST-PCZK-2430,PCZK_2430,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 30,powiatowy,śląskie powiat 30
INST-PCZK-2431,PCZK_2431,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 31,powiatowy,śląskie powiat 31
INST-PCZK-2432,PCZK_2432,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 32,powiatowy,śląskie powiat 32
INST-PCZK-2433,PCZK_2433,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 33,powiatowy,śląskie powiat 33
INST-PCZK-2434,PCZK_2434,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 34,powiatowy,śląskie powiat 34
INST-PCZK-2435,PCZK_2435,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 35,powiatowy,śląskie powiat 35
INST-PCZK-2436,PCZK_2436,Powiatowe Centrum Zarządzania Kryzysowego - śląskie powiat 36,powiatowy,śląskie powiat 36
INST-PCZK-2601,PCZK_2601,Powiatowe Centrum Zarządzania Kryzysowego - świętokrzyskie powiat 01,powiatowy,świętokrzyskie powiat 01
INST-PCZK-2602,PCZK_2602,Powiatowe Centrum Zarządzania Kryzysowego - świętokrzyskie powiat 02,powiatowy,świętokrzyskie powiat 02
INST-PCZK-2603,PCZK_2603,Powiatowe Centrum Zarządzania Kryzysowego - świętokrzyskie powiat 03,powiatowy,świętokrzyskie powiat 03
INST-PCZK-2604,PCZK_2604,Powiatowe Centrum Zarządzania Kryzysowego - świętokrzyskie powiat 04,powiatowy,świętokrzyskie powiat 04
INST-PCZK-2605,PCZK_2605,Powiatowe Centrum Zarządzania Kryzysowego - świętokrzyskie powiat 05,powiatowy,świętokrzyskie powiat 05
INST-PCZK-2606,PCZK_2606,Powiatowe Centrum Zarządzania Kryzysowego - świętokrzyskie powiat 06,powiatowy,świętokrzyskie powiat 06
INST-PCZK-2607,PCZK_2607,Powiatowe Centrum Zarządzania Kryzysowego - świętokrzyskie powiat 07,powiatowy,świętokrzyskie powiat 07
INST-PCZK-2608,PCZK_2608,Powiatowe Centrum Zarządzania Kryzysowego - świętokrzyskie powiat 08,powiatowy,świętokrzyskie powiat 08
INST-PCZK-2609,PCZK_2609,Powiatowe Centrum Zarządzania Kryzysowego - świętokrzyskie powiat 09,powiatowy,świętokrzyskie powiat 09
INST-PCZK-2610,PCZK_2610,Powiatowe Centrum Zarządzania Kryzysowego - świętokrzyskie powiat 10,powiatowy,świętokrzyskie powiat 10
INST-PCZK-2611,PCZK_2611,Powiatowe Centrum Zarządzania Kryzysowego - świętokrzyskie powiat 11,powiatowy,świętokrzyskie powiat 11
INST-PCZK-2612,PCZK_2612,Powiatowe Centrum Zarządzania Kryzysowego - świętokrzyskie powiat 12,powiatowy,świętokrzyskie powiat 12
INST-PCZK-2613,PCZK_2613,Powiatowe Centrum Zarządzania Kryzysowego - świętokrzyskie powiat 13,powiatowy,świętokrzyskie powiat 13
INST-PCZK-2614,PCZK_2614,Powiatowe Centrum Zarządzania Kryzysowego - świętokrzyskie powiat 14,powiatowy,świętokrzyskie powiat 14
INST-PCZK-2801,PCZK_2801,Powiatowe Centrum Zarządzania Kryzysowego - warmińsko powiat 01,powiatowy,warmińsko powiat 01
INST-PCZK-2802,PCZK_2802,Powiatowe Centrum Zarządzania Kryzysowego - warmińsko powiat 02,powiatowy,warmińsko powiat 02
INST-PCZK-2803,PCZK_2803,Powiatowe Centrum Zarządzania Kryzysowego - warmińsko powiat 03,powiatowy,warmińsko powiat 03
INST-PCZK-2804,PCZK_2804,Powiatowe Centrum Zarządzania Kryzysowego - warmińsko powiat 04,powiatowy,warmińsko powiat 04
INST-PCZK-2805,PCZK_2805,Powiatowe Centrum Zarządzania Kryzysowego - warmińsko powiat 05,powiatowy,warmińsko powiat 05
INST-PCZK-2806,PCZK_2806,Powiatowe Centrum Zarządzania Kryzysowego - warmińsko powiat 06,powiatowy,warmińsko powiat 06
INST-PCZK-2807,PCZK_2807,Powiatowe Centrum Zarządzania Kryzysowego - warmińsko powiat 07,powiatowy,warmińsko powiat 07
INST-PCZK-2808,PCZK_2808,Powiatowe Centrum Zarządzania Kryzysowego - warmińsko powiat 08,powiatowy,warmińsko powiat 08
INST-PCZK-2809,PCZK_2809,Powiatowe Centrum Zarządzania Kryzysowego - warmińsko powiat 09,powiatowy,warmińsko powiat 09
INST-PCZK-2810,PCZK_2810,Powiatowe Centrum Zarządzania Kryzysowego - warmińsko powiat 10,powiatowy,warmińsko powiat 10
INST-PCZK-2811,PCZK_2811,Powiatowe Centrum Zarządzania Kryzysowego - warmińsko powiat 11,powiatowy,warmińsko powiat 11
INST-PCZK-2812,PCZK_2812,Powiatowe Centrum Zarządzania Kryzysowego - warmińsko powiat 12,powiatowy,warmińsko powiat 12
INST-PCZK-2813,PCZK_2813,Powiatowe Centrum Zarządzania Kryzysowego - warmińsko powiat 13,powiatowy,warmińsko powiat 13
INST-PCZK-2814,PCZK_2814,Powiatowe Centrum Zarządzania Kryzysowego - warmińsko powiat 14,powiatowy,warmińsko powiat 14
INST-PCZK-2815,PCZK_2815,Powiatowe Centrum Zarządzania Kryzysowego - warmińsko powiat 15,powiatowy,warmińsko powiat 15
INST-PCZK-2816,PCZK_2816,Powiatowe Centrum Zarządzania Kryzysowego - warmińsko powiat 16,powiatowy,warmińsko powiat 16
INST-PCZK-2817,PCZK_2817,Powiatowe Centrum Zarządzania Kryzysowego - warmińsko powiat 17,powiatowy,warmińsko powiat 17
INST-PCZK-2818,PCZK_2818,Powiatowe Centrum Zarządzania Kryzysowego - warmińsko powiat 18,powiatowy,warmińsko powiat 18
INST-PCZK-2819,PCZK_2819,Powiatowe Centrum Zarządzania Kryzysowego - warmińsko powiat 19,powiatowy,warmińsko powiat 19
INST-PCZK-2820,PCZK_2820,Powiatowe Centrum Zarządzania Kryzysowego - warmińsko powiat 20,powiatowy,warmińsko powiat 20
INST-PCZK-2821,PCZK_2821,Powiatowe Centrum Zarządzania Kryzysowego - warmińsko powiat 21,powiatowy,warmińsko powiat 21
INST-PCZK-3001,PCZK_3001,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 01,powiatowy,wielkopolskie powiat 01
INST-PCZK-3002,PCZK_3002,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 02,powiatowy,wielkopolskie powiat 02
INST-PCZK-3003,PCZK_3003,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 03,powiatowy,wielkopolskie powiat 03
INST-PCZK-3004,PCZK_3004,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 04,powiatowy,wielkopolskie powiat 04
INST-PCZK-3005,PCZK_3005,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 05,powiatowy,wielkopolskie powiat 05
INST-PCZK-3006,PCZK_3006,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 06,powiatowy,wielkopolskie powiat 06
INST-PCZK-3007,PCZK_3007,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 07,powiatowy,wielkopolskie powiat 07
INST-PCZK-3008,PCZK_3008,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 08,powiatowy,wielkopolskie powiat 08
INST-PCZK-3009,PCZK_3009,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 09,powiatowy,wielkopolskie powiat 09
INST-PCZK-3010,PCZK_3010,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 10,powiatowy,wielkopolskie powiat 10
INST-PCZK-3011,PCZK_3011,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 11,powiatowy,wielkopolskie powiat 11
INST-PCZK-3012,PCZK_3012,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 12,powiatowy,wielkopolskie powiat 12
INST-PCZK-3013,PCZK_3013,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 13,powiatowy,wielkopolskie powiat 13
INST-PCZK-3014,PCZK_3014,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 14,powiatowy,wielkopolskie powiat 14
INST-PCZK-3015,PCZK_3015,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 15,powiatowy,wielkopolskie powiat 15
INST-PCZK-3016,PCZK_3016,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 16,powiatowy,wielkopolskie powiat 16
INST-PCZK-3017,PCZK_3017,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 17,powiatowy,wielkopolskie powiat 17
INST-PCZK-3018,PCZK_3018,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 18,powiatowy,wielkopolskie powiat 18
INST-PCZK-3019,PCZK_3019,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 19,powiatowy,wielkopolskie powiat 19
INST-PCZK-3020,PCZK_3020,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 20,powiatowy,wielkopolskie powiat 20
INST-PCZK-3021,PCZK_3021,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 21,powiatowy,wielkopolskie powiat 21
INST-PCZK-3022,PCZK_3022,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 22,powiatowy,wielkopolskie powiat 22
INST-PCZK-3023,PCZK_3023,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 23,powiatowy,wielkopolskie powiat 23
INST-PCZK-3024,PCZK_3024,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 24,powiatowy,wielkopolskie powiat 24
INST-PCZK-3025,PCZK_3025,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 25,powiatowy,wielkopolskie powiat 25
INST-PCZK-3026,PCZK_3026,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 26,powiatowy,wielkopolskie powiat 26
INST-PCZK-3027,PCZK_3027,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 27,powiatowy,wielkopolskie powiat 27
INST-PCZK-3028,PCZK_3028,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 28,powiatowy,wielkopolskie powiat 28
INST-PCZK-3029,PCZK_3029,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 29,powiatowy,wielkopolskie powiat 29
INST-PCZK-3030,PCZK_3030,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 30,powiatowy,wielkopolskie powiat 30
INST-PCZK-3031,PCZK_3031,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 31,powiatowy,wielkopolskie powiat 31
INST-PCZK-3032,PCZK_3032,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 32,powiatowy,wielkopolskie powiat 32
